0.5,,0.75,,1,,1.25,,1.5,,1.75,,2,
X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
0.006160964,1.68105E-05,0.028760922,1.03242E-06,0.55212561,1.03385E-06,0.842561945,1.01831E-06,1.194828178,1.03014E-06,1.864849233,1.02651E-06,,
0.047885326,2.035E-05,0.067611194,1.26311E-06,0.576600041,1.28511E-06,0.855533085,1.25906E-06,1.21067803,1.301E-06,1.879252028,1.21646E-06,,
0.085293162,2.41171E-05,0.110781842,1.62093E-06,0.601081403,1.67553E-06,0.872826142,1.65027E-06,1.235154001,1.63442E-06,1.899413784,1.52012E-06,,
0.127021374,2.99796E-05,0.159709141,2.15885E-06,0.627000581,2.18458E-06,0.894434185,2.18613E-06,1.258187537,1.98897E-06,1.921014896,1.91984E-06,,
0.181695313,3.86782E-05,0.194244427,2.61334E-06,0.652918988,2.83322E-06,0.917480812,2.91141E-06,1.286973873,2.44628E-06,1.944047661,2.32394E-06,,
0.22773774,4.83366E-05,0.228782794,3.23135E-06,0.67740035,3.69397E-06,0.941964485,3.85681E-06,1.322953135,3.08966E-06,1.967080427,2.8131E-06,,
0.273780938,6.07279E-05,0.273392797,4.19099E-06,0.701879402,4.74019E-06,0.970760833,5.08223E-06,1.354612791,3.74008E-06,1.982915646,3.21216E-06,,
0.321264261,7.752E-05,0.310813725,5.43553E-06,0.73067806,6.34649E-06,0.9995541,6.5564E-06,1.392026018,4.60012E-06,1.994427408,3.42338E-06,,
0.373064109,0.000101079,0.351108743,6.9753E-06,0.758035823,8.31868E-06,1.032665433,8.7318E-06,1.432314875,5.65796E-06,2.027326608,3.79033E-06,,
0.427739588,0.000131798,0.401480788,9.74439E-06,0.782512565,1.05062E-05,1.067209191,1.12052E-05,1.475477051,6.84925E-06,2.072401517,4.35542E-06,,
0.492487474,0.000181219,0.444652206,1.25714E-05,0.811305062,1.3482E-05,1.107506519,1.461E-05,1.524394339,8.51435E-06,2.127252416,4.78473E-06,,
0.558673175,0.000249175,0.490706185,1.70117E-05,0.844414085,1.76718E-05,1.152115752,1.88486E-05,1.563236139,9.82645E-06,2.165603519,5.3212E-06,,
0.62341875,0.000337202,0.536757854,2.26569E-05,0.877521567,2.29193E-05,1.199601386,2.44465E-05,1.622221213,1.24776E-05,2.219868024,5.79811E-06,,
0.678091148,0.000430451,0.579934663,3.03357E-05,0.914947116,3.06865E-05,1.244205998,3.05509E-05,1.691270992,1.58445E-05,2.272365561,6.29199E-06,,
0.739955703,0.000561281,0.633180798,4.19317E-05,0.955247524,4.08691E-05,1.296000456,3.83833E-05,1.745931838,1.86791E-05,2.338938933,6.82794E-06,,
0.797499881,0.000697749,0.677790801,5.43846E-05,0.996981898,5.3006E-05,1.350669004,4.77153E-05,1.787648498,2.14438E-05,2.424083664,7.28939E-06,,
0.856483414,0.000876651,0.733919498,7.88497E-05,1.03871473,6.80217E-05,1.406773826,5.86904E-05,1.839429864,2.46182E-05,2.488263834,7.53168E-06,,
0.911150421,0.001078287,0.790044344,0.000111328,1.076130267,8.50054E-05,1.468626059,7.03015E-05,1.895524675,2.8263E-05,2.596672219,7.40954E-06,,
0.967251394,0.001291591,0.833217302,0.000145158,1.12073565,0.000106797,1.531916106,8.42101E-05,1.945863605,3.14304E-05,2.680149667,7.23004E-06,,
1.02191147,0.001514605,0.87638949,0.000188267,1.165337182,0.000130662,1.585134517,9.61652E-05,1.976064653,3.297E-05,2.758716853,6.94049E-06,,
1.089514963,0.001814277,0.922436538,0.000242887,1.214254469,0.000162427,1.646979048,0.000109239,1.99188447,3.38575E-05,2.88289577,6.4219E-06,,
1.154240515,0.002138913,0.961292201,0.000308401,1.254537165,0.000191478,1.690125052,0.0001183,2.026706337,3.43122E-05,2.996129769,5.99083E-06,,
1.221837076,0.002442664,1.010210258,0.000385415,1.310641218,0.000234275,1.730392346,0.000125421,2.103383375,3.57437E-05,3.101000195,5.43107E-06,,
1.289433638,0.002789552,1.063442531,0.000484227,1.371057175,0.000283615,1.7850401,0.000135109,2.179966757,3.64816E-05,3.2183725,5.04584E-06,,
1.351275089,0.003102272,1.120985169,0.000595608,1.437222083,0.00033793,1.829617758,0.000140237,2.256236571,3.67811E-05,3.358635935,4.50019E-06,,
1.407361428,0.003359698,1.181400356,0.000717232,1.517765141,0.000402664,1.875633232,0.00014556,2.351296705,3.64816E-05,3.476186895,4.14696E-06,,
1.473511704,0.003619331,1.253318064,0.000863719,1.589675148,0.000459852,1.917332179,0.000147911,2.467280465,3.54527E-05,3.627682305,3.72887E-06,,
1.528155607,0.003796861,1.322356292,0.001012893,1.654389148,0.000500671,1.959030357,0.000149505,2.574779035,3.44527E-05,3.770178492,3.42216E-06,,
1.592864987,0.00400439,1.387074913,0.001138465,1.724854409,0.000545121,1.993537148,0.000148728,2.70924688,3.2009E-05,3.950761055,3.0521E-06,,
1.650382981,0.004156508,1.456105439,0.001266116,1.789563018,0.000571874,2.023509033,0.000148227,2.831192561,3.01055E-05,4.261347567,2.64527E-06,,
1.700707279,0.004179172,1.517943039,0.001371198,1.852831502,0.000590467,2.137977041,0.000144637,2.987268959,2.72925E-05,4.552283572,2.36888E-06,,
1.763971912,0.004202104,1.586968174,0.001469359,1.9060322,0.000596849,2.265146213,0.000139984,3.156286424,2.48437E-05,4.863071678,2.15633E-06,,
1.8200467,0.004202729,1.684750381,0.001583043,1.952042283,0.000596922,2.399886357,0.00013274,3.316571319,2.24305E-05,5.187927331,1.98707E-06,,
1.878995578,0.004159029,1.766708921,0.001617342,1.989421624,0.000581356,2.546141427,0.000125871,3.518727419,1.97611E-05,5.549721357,1.85369E-06,,
1.93075384,0.004072271,1.852980906,0.001652403,2.023127671,0.00057578,2.746282853,0.000115518,3.753803636,1.74094E-05,5.969491993,1.7506E-06,,
1.991136683,0.003924463,1.924868579,0.001618021,2.108374801,0.000554984,2.982615549,0.000102187,4.004580084,1.54635E-05,6.368217315,1.68737E-06,,
2.022590211,0.003899385,1.992442807,0.001584335,2.215428772,0.000526265,3.234834947,9.0026E-05,4.313442775,1.37913E-05,6.849881913,1.61979E-06,,
2.154721963,0.00374322,2.014519114,0.0015482,2.311960812,0.000501076,3.513208235,7.99633E-05,4.691086741,1.21998E-05,7.327518558,1.60005E-06,,
2.333689145,0.003622802,2.137284088,0.001492283,2.419352771,0.000467441,3.831326129,6.95886E-05,5.052880667,1.11506E-05,7.774031712,1.58055E-06,,
2.489563802,0.003506259,2.270655573,0.001420857,2.549206281,0.000436065,4.224474049,6.15581E-05,5.472585245,1.04875E-05,8.501155786,1.58055E-06,,
2.73745995,0.003324818,2.442403751,0.001341835,2.686035495,0.000400197,4.645164568,5.46774E-05,5.902735251,9.94483E-06,9.156681935,1.58055E-06,,
3.03916761,0.003127099,2.641642448,0.001251765,2.857593089,0.00036728,5.072707249,5.07991E-05,6.454876395,9.46883E-06,9.903518734,1.60661E-06,,
3.392740774,0.002965278,2.868955605,0.001148804,3.052685028,0.000332962,5.433932726,4.75833E-05,6.971783483,9.31529E-06,,,,
3.720320633,0.002811832,3.085965097,0.001067319,3.29718176,0.000301851,5.828867096,4.60526E-05,7.644879161,9.27729E-06,,,,
4.040428744,0.002699222,3.333119739,0.000983541,3.566165034,0.000272531,6.409253268,4.45711E-05,8.279806238,9.31529E-06,,,,
4.388077474,0.002601733,3.585238879,0.000913779,3.873039894,0.000247067,7.066836465,4.34914E-05,8.942823412,9.39175E-06,,,,
4.825008249,0.002497537,3.867048389,0.000855933,4.188977751,0.000232374,7.749109099,4.3314E-05,9.819646203,9.82364E-06,,,,
5.276320967,0.002437033,4.228781233,0.000801749,4.58713029,0.000217664,8.438994782,4.36695E-05,,,,,,
5.809669193,0.002377995,4.598963432,0.000766501,4.995557518,0.000205558,9.215592212,4.4937E-05,,,,,,
6.494464706,0.002310922,5.063856461,0.000732802,5.417926905,0.000198946,9.817533574,4.62412E-05,,,,,,
7.220104077,0.00232989,5.629683107,0.000709228,5.91655797,0.000193334,,,,,,,,
7.982770932,0.002358635,6.250127184,0.000689224,6.407958033,0.000190978,,,,,,,,
8.78963133,0.002427093,6.872435238,0.000683613,6.978455951,0.000190199,,,,,,,,
9.467353523,0.002518037,7.619315065,0.000689224,7.599736439,0.000190978,,,,,,,,
9.920614431,0.002601733,8.447354414,0.000700585,8.299129496,0.00019176,,,,,,,,
,,9.061245545,0.000709228,9.03797199,0.000194921,,,,,,,,
,,9.895088671,0.000738817,9.842551935,0.000203885,,,,,,,,
